层级,梯元,梯元id,重数,使用汉字
7,HSHPSZHH,378,5,"厦,堵,奢,猪,署,薯,诸,赌,都"
7,HSSHSZHH,376,5,"勤,措,猎,谨,遭,靴,靶,鞋,鞍,鞠,鹊"
7,NHNSHSZH,380,5,"倍,剖,培,境,幢,彰,撞,暗,樟,焙,瞳,竞,章,童,竭,菩,赔,陪,障,音"
2,GHH,2187,4,"僧,啃,槽,脊,铛"
2,GSN,2188,4,"书,嘹,姨,孙,掠,病,膘"
2,NHG,2186,4,"仿,傍,妨,房,方,旅,族,楞,榜,磅,纺,肪,膀,舅,芳,螃,访,谤,财,防"
2,NHZ,2183,4,"亡,望,率,畜,蟀,骇"
2,PSG,2182,4,"亿,储,催,党,喘,堕,夏,存,屠,希,常,弊,憋,掌,揣,搅,撇,撑,敞,斋,暑,曙,看,睹,研,硫,碌,碴,糯,绪,者,膛,荐,著,蔽,觉,赁,赏,需"
2,PSS,2184,4,"仆,仇,仙,份,修,傀,儡,悠,爬,褒"
2,SHZ,2189,4,"代,伐,侥,倾,卢,块,巴,库,廷,彻,挺,掐,插,曼,汞,滔,焰,疙,疤,稻,笆,符,筏,耙,臼,舀,艇,艘,蔓,袋,裤,蹈,阎,阵,陷"
2,ZSN,2185,4,"凉,婴,就,弥,影,晾,樱,称,缨,舔,谅,院,鹦"
3,GNGZ,1921,4,"序,抒,繁,翅,舒,豫"
3,HGPN,1920,4,"寂,察,巫,我,捺,擦,斜,标,瓢,赊,迈,透,途,阀,飘"
3,HGTH,1899,4,"打,扛,扰,扶,批,扼,找,技,抠,抹,拒,拔,拢,拣,拱,拷,持,挂,挎,挠,振,捷,捺,掩,插,揩,撕,撵"
3,HGTP,1905,4,"托,抓,抡,抢,掏,揪,浙"
3,HGTZ,1907,4,"扎,扭,把,抬,拙,拟,拨,握,蛾"
3,HHHG,1936,4,"手,毛,撑,擎,钠,铜,锹"
3,HNSH,1922,4,"产,位,倍,剖,厨,啦,喜,嘉,垃,培,境,嬉,幢,彭,彰,意,拉,接,撞,暗,樟,橙,澄,澎,焙,痘,登,瞪,瞳,立,竖,竞,竟,章,童,竭,端,竿,笆,笋,笑,笔,笤,符,笨,第,等,筏,筑,策,筛,筷,筹,签,简,箍,箕,算,管,箫,箭,箱,篓,篙,篡,篮,篱,簸,簿,膨,菩,萨,谚,豆,豌,赔,蹬,辣,逗,部,陪,障,音,韵,颜,飒,鼓"
3,HSNN,1937,4,"伏,厌,太,犬,憔,状,狱,瞧,礁,糕,羔,获,蘸,袱,震,霜"
3,HSSP,1906,4,"兼,变,哎,嫌,孽,峦,廉,弯,形,恋,敬,歉,湾,艾,芍,芥,芬,花,苍,苞,苟,获,菊,葡,葱,蓖,谦,赚"
3,HSSS,1914,4,"刊,刑,劳,唠,型,捞,涝,茵,荧,莺,菇,菲,萝,驯"
3,HZHZ,1908,4,"低,假,夷,巨,暇,民,氓,纪,距,霞"
3,NHSN,1897,4,"嫉,廊,疙,疚,疟,疤,疫,疮,疯,疲,疹,疼,疾,病,症,痊,痒,痕,痘,痢,痪,痰,痴,痹,瘟,瘤,瘦,瘩,瘪,瘫,瘸,癞,癣"
3,NPPN,1903,4,"毯,灰,灵,灸,灾,炎,炭,烫,焚"
3,NSGS,1904,4,"卵,婆,婉,婶,官,宙,审,宫,密,寝,棺,款,殉,池,波,派,烈,管,腕,馆"
3,NZSG,1898,4,"初,罚,衩,衫,衬,袄,袜,被,袱,裆,裕,裙,裤,褂"
3,PHHS,1915,4,"伴,倦,判,午,半,妓,姜,屏,并,拌,漾,牵,犀,犁,瓶,瘩,绊,美,羡,羹,衅"
3,PNGZ,1912,4,"仑,伦,唆,峻,益,竣,论"
3,PNNZ,1913,4,"今,伶,吟,含,念,捻,这,迹,送,邻,隧,零"
3,PSPZ,1916,4,"仰,像,化,华,液,腋"
3,PSZH,1917,4,"匿,厦,召,右,石,君,嘉,埠,堵,奢,寡,岩,惹,招,昭,有,淆,煮,猪,着,砌,碗,碟,碧,碾,窘,笤,绍,缩,署,肴,若,茄,薯,诸,诺,赌,躲,郁,都,鼻"
3,SGPN,1910,4,"卤,岖,控,榨,欢,欲,歉,穷,空,穿,突,窃,窄,窍,窑,窖,窝,窟,窿,腔,蓉,龙"
3,SGPZ,1911,4,"农,冤,宛,察,惋,擦,舵,蛇,豌,逻"
3,SHZH,1923,4,"卢,块,库,廷,挺,掐,插,曼,滔,焰,稻,臼,舀,艇,艘,蔓,裤,蹈,阎,阵,陷"
3,ZHGS,1902,4,"佛,别,印,咖,引,弟,弥,拂,捌,梯,沸,涕,破,费"
3,ZHSG,1900,4,"呻,尾,屑,燥,约,臊,蝴,诡,赡,跪,躁"
3,ZSSH,1909,4,"孟,屹,恤,楞,溢,牺,皿,盅,盆,盐,盒,盔,盖,盘,盛,础,磕,缅,耐,膘,血,衅,配,酗,酝,酵,酸,酿,醇,醉,醋,锰,隘"
4,GHSZH,1539,4,"凸,宣,宦,演,祠,肯,驶,鹃"
4,HGSZH,1521,4,"拓,确,磁,磨,磺"
4,HGTHS,1542,4,"扛,扰,扼,技,抠,拔,拢,拱,拷,持,挂,挎,振,掩"
4,HHSHP,1535,4,"嗜,姥,憨,捷,敢,橄,煞,玲,珍,羹,鳍,麦,麸"
4,HNZHS,1512,4,"串,停,吏,妒,膏,藻,虽,蛋,驴"
4,HSHHG,1538,4,"唇,寺,尉,层,巧,待,慰,祟,聘,蔚"
4,HSHHS,1514,4,"佳,嘿,坷,姓,娃,封,岸,崖,庭,弄,怎,扳,桂,歧,洼,涯,珠,窜,胜,街,褂,跋,隆,鞋,黑,黔,默"
4,HSNZH,1517,4,"庐,莲,蟹,迁,迅,近,连,逝,遥"
4,HSSHH,1519,4,"嘁,戚,甘,缎,芋,芙,芜,芽,苇,茉,荆,莉,蒜,饵"
4,HSSPN,1527,4,"兼,变,哎,嫌,峦,廉,弯,恋,歉,湾,艾,芥,芬,苍,谦,赚"
4,HSZNN,1540,4,"忘,怠,急,悉,瓢,瘾,稳,腮"
4,HSZPN,1529,4,"亦,吹,员,坎,贡,溃,瘸,砍,窝,纲,茂,贞,责,贯,贵,贾,赁,资,陨"
4,NHSNH,1522,4,"疙,疚,疾,病,症,痘,痢,痰,痴,瘤,瘩"
4,NNSHS,1520,4,"汁,汰,沛,沥,泄,洪,港,潭,潮"
4,NNSSZ,1541,4,"没,油,泌,洞,浊,浑,涡,淘,湿,瀑"
4,NSGPN,1523,4,"控,榨,欢,穷,空,穿,突,窃,窄,窍,窑,窖,窝,窟,窿,腔,蓉"
4,PGSZH,1532,4,"冀,句,增,拘,旬,狗,背,赠"
4,PHNSH,1534,4,"笋,笑,笔,笨,第,等,筑,筛,筹,签,简,箕,算,管,箫,箭,箱,篓,篙,篡,篮,篱,簸,簿"
4,SGHHPG,1092,4,"冠,喝,寇,惕,朦,檬,胸,能,遏"
4,SHNSHN,1097,4,"竿,笆,笤,符,筏,策,筷,箍"
4,SNHGP,1524,4,"仿,房,芳,财,防"
4,SNSHP,1525,4,"徽,怀,怖,惰,败,赦,隧,鳖"
4,SZSSH,1533,4,"孟,屹,楞,溢,牺,盐,盛,磕,缅,耐,膘,配,酗,酝,酵,酸,酿,醇,醉,醋,锰"
4,ZHHHS,1515,4,"择,毁,纤,绎,绒,绩,胧,译,谭,骄"
4,ZHSZH,1530,4,"伺,侣,司,同,吕,咒,咽,品,哭,器,噩,噪,嚣,客,悟,愕,捂,捐,操,晤,智,桐,梧,毫,湖,澡,硼,碉,碍,碘,糊,绅,织,绢,绳,肾,胡,膏,舆,落,葫,词,语,赢,铺,阁,露,额,饲"
4,ZNSZH,1531,4,"冶,台,各,名,朗,格,洛,涌,烙,痛,络,育,胳,臀,苔,诵,赂,辙,酪,骆"
5,HSHHSH,1060,4,"佳,姓,娃,崖,庭,桂,洼,涯,胜,街,褂,隆,鞋"
5,HSHSGH,1100,4,"儡,周,哥,壹,婿,戴,撼,歌,清,猬,甥,腹,蜻,谓,静"
5,HSHSZH,1085,4,"吉,告,嘱,坤,坦,属,情,惰,晴,洁,浩,猜,玷,睛,站,精,糙,结,绸,胃,请,调,造,酷,青,靖"
5,HSPNZN,1093,4,"权,杈,树,梭,橘,督,私"
5,HSSGSS,1091,4,"儒,刷,懦,瑞,而,蠕"
5,HSSNNS,1094,4,"范,茫,萍,落,藻"
5,HSSZHH,1063,4,"乾,嘲,固,媳,朝,楣,瑰,盾,眉,砖,碑,缠,贿,道,陌,魄"
5,HSZHSPN,692,4,"喇,垛,嫩,懒,束,漱,癞,跺,辣,速"
5,HZPHPZ,1087,4,"晓,浇,烧,翘,饶"
5,NHHHSZH,682,4,"信,唁,檐,瞻,言,誉,誊,誓,警,譬,赡"
5,NPHHHS,1090,4,"氧,洋,痒,盖,祥,详"
5,NPHHPN,1089,4,"关,券,卷,唉,圈,埃,拳,挨"
5,NPSZHPZ,702,4,"兑,悦,税,脱,说,阅"
5,NSGPNH,1088,4,"控,空,穿,突,窃,窍,腔"
5,NSHSPN,1086,4,"断,沐,渊,粒,粥,粹,糕,释"
5,PHNPHN,1098,4,"笛,筐,筒,答,筝,箩,簇,籍"
5,PNHNNSH,699,4,"俭,剑,捡,敛,签,脸"
5,PSHZHH,1099,4,"滔,焰,稻,臼,艘,蹈,阎"
5,PZSZHPZ,697,4,"免,兔,冕,勉,娩,挽,搀,晚"
5,SGHHSH,1057,4,"厘,喷,堂,宝,所,撤,猩,硅,磕,脾,腥,莹,董,野,量,髓"
5,SHHSZS,1101,4,"制,曙,缸,缺,陆,陶"
5,SSGHHH,1069,4,"咱,墓,媚,射,慕,摸,摹,泪,混,皂,直,矗,碧,置,翰,自,舔,谢,躬,躯,躺,首"
5,SZHSHG,1095,4,"啃,累,跃,跌,践,跷,踊,踏,踩,踪,蹂,蹈,蹋,蹦,蹬,躁,躏"
5,ZHHHHS,1077,4,"健,凰,峰,建,律,悍,惶,旱,肝,津,焊,煌,皇,算,篷,绑,缝,肄,肆,蓬,蜂,蝗,逢,锋,键"
5,ZHHZPN,1059,4,"原,域,崇,很,惑,或,战,条,根,棕,浪,涤,狠,痕,良,银,限,食,餐"
6,HHSPNSZ,695,4,"和,犁,秘,积,称,秽"
6,HSHPSGHH,384,4,"储,屠,暑,曙,睹,绪,者,著"
6,HSHSHPN,701,4,"宾,攻,牧,玫,致,赵,鬓"
6,HSHSZPN,713,4,"坎,贡,溃,责,贵,赁"
6,HSSHHHZN,383,4,"取,娶,摄,最,聚,镊,骤"
6,HSSHSZH,667,4,"勤,嗤,店,惦,掂,措,横,燕,猎,苛,藏,谨,遭,靴,靶,鞋,鞍,鞠,鹊,黄"
6,HSSZHHH,703,4,"乾,嘲,媳,朝,楣,盾,砖,道"
6,HSZHSZH,686,4,"品,噪,悟,捂,操,晤,梧,澡,绢,绳,语"
6,NZHHZPN,700,4,"根,浪,良,食,餐"
6,PNPNSZH,698,4,"容,溶,裕,谷,豁"
6,SHSHSZH,691,4,"告,洁,浩,玷,站,糙,造,酷"
6,SZHSZPN,729,4,"吹,员,砍,窝,陨"
7,HHSHSSHH,387,4,"唾,垂,捶,班,锤"
7,HSPNSZHHH,187,4,"喳,想,查,棍,棵,渣,碴,程"
7,HSSHSGHH,377,4,"借,惜,撒,散,昔,曹,腊"
7,NPHSPNNPH,191,4,"娄,搂,数,楼,缕"
7,SNPSZSZH,385,4,"倘,尚,棠,淌,趟,躺"
7,SZHHHSPN,386,4,"剿,味,桌,课,颗"
8,HSSGHHHHPN,96,4,"填,慎,真,镇,颠"
8,NHNSHSZHH,186,4,"幢,彰,撞,暗,樟,瞳,章,童,竭,障,音"
2,GHG,2202,3,"我,蘸,钙,鲫"
2,GZH,2197,3,"乌,厦,泡,英,颖"
2,HGS,2190,3,"廓,蚓,鄙,韩"
2,NGZ,2200,3,"婉,序,怨,抒,梭,盈,繁,翅,翠,舒,豫,野,鸳"
2,NHH,2192,3,"举,刽,叁,夸,奉,奏,秦,绘,胯,赢,蹭,雾"
2,NHP,2195,3,"凳,夜,彤,悯,惨,掖,斋,渗,震"
2,NNT,2196,3,"柒,梁,江,涯,烫"
2,PHN,2201,3,"琴,笼,筋,篇,篷"
2,PNN,2198,3,"今,令,伶,冷,吟,含,念,捻,氮,突,翎,贪,这,迹,送,邻,隧,零,领"
2,PPN,2193,3,"亥,刻,匆,咳,啄,孩,核,毅,毯,灰,灵,灸,灾,炎,炭,烫,焚,琢,碳,该,豫,骤"
2,SHH,2199,3,"上,丑,仁,伟,传,幢,撞,瞳,童,羞,行,衙,让,钮"
2,SHN,2191,3,"篇,蝙,蟹,蠢,触"
2,SZZ,2203,3,"饶,馆,馋,馒"
2,ZPZ,2194,3,"囱,图,宽,搁,棍,比,窗,见,觅"
3,GHHG,1963,3,"摩,摹,撬,攀"
3,GSZN,1958,3,"反,版,盘,贩,饭"
3,GZGN,1960,3,"拯,永,泳,溪,脉,蒸,袋,裂,辕"
3,GZHHH,1585,3,"且,植,殖,沮,组,诅,阻"
3,GZPN,1961,3,"依,咏,城,尔,尿,恨,成,水,泵,诚"
3,HGSH,1966,3,"唬,彪,徘,排,撮,斟,滤,罪,耳,耸,聂,职,菲,虎,虑,虚,誓,诽,辈,靠,靡"
3,HHPZ,2026,3,"元,无,完,履,慧,缓,肠,胞,脆,藐,衰,貌,镜,院"
3,HNNP,1925,3,"受,嚼,妥,授,摇,滔,爱,爵,稻,舀,觅,谣,遥,馁"
3,HPSG,1962,3,"储,喘,堕,夏,存,屠,希,揣,斋,暑,曙,看,睹,研,硫,碌,碴,糯,绪,者,荐,著,需"
3,HPSZ,1968,3,"倾,布,硕,碑,端,耍,蘑,须,颂,颗,颜"
3,HSHG,1935,3,"丐,功,励,却,场,握,睦"
3,HSSN,1929,3,"严,吵,妙,循,慌,湿,犀,砂,纱,芒,范,茫,荡,菠,萍,落,蓄,薪,藻"
3,HSTN,1945,3,"壕,掷,搁,琅"
3,HSTZ,1939,3,"扫,扬,报,捅,搔"
3,HZGP,1947,3,"冻,切,陈,雅,鸦"
3,HZZN,1949,3,"玄,瓦,瓮,瓶,瓷"
3,NHGN,1969,3,"对,弃,狡,窒,褥,饺"
3,NHGP,1967,3,"仿,妨,房,方,纺,肪,芳,访,财,防"
3,NHHS,1928,3,"悉,瞬,磷,荒,谎,贼,释,降"
3,NHNS,1924,3,"嘀,嫡,摘,毅,滴,竣,舶,靖"
3,NHSH,1926,3,"侄,倒,到,劲,坚,坠,垒,垫,室,尘,屋,径,怪,氢,社,经,至,褥"
3,NNSP,1965,3,"汹,沦,沧,涎,淆,湃,溜"
3,NPHS,1943,3,"伞,僧,曾,粪,糯,谱,蹭"
3,NSGH,1932,3,"塞,宁,守,富,寨,沃,贮,赛,阔"
3,NSGNPH,1106,3,"按,案,氨,鞍"
3,NSZN,1931,3,"安,汉,澄,闹,鹅"
3,NTPN,1964,3,"函,剥,录,摔,暴,求,泰,涵,漆,率,碌,糠,绿,膝,藤,蟀,逮,黍,黎"
3,PHHZ,1959,3,"姨,气,氨,氯,汽"
3,PNNG,1953,3,"令,冷,氮,翎,领"
3,PSHZ,1957,3,"代,伐,侥,倾,符,筏,袋"
3,PSSG,1956,3,"仇,仙,儡,褒"
3,PZPN,1946,3,"哀,垄,庞,欠,派,猿,笼,聋,衣,袁,袭,裁,裹"
3,SGHG,1950,3,"像,写,嫁,泻,蔓,螟"
3,SGHS,1948,3,"任,删,副,唬,啊,喂,喧,备,定,宠,淀,渔,甸,畦,绽,蓄,虱,虹,蚊,蚜,蛆,蛔,蛙,蛤,蛹,蝠,螃,蠕,逼,邮,锭,鲁,鲸,鳖"
3,SGNN,1952,3,"恳,惫,穗,蟋"
3,SNPS,1927,3,"伙,堂,恢,憎,琐"
3,SNSH,1930,3,"徽,忧,怀,怖,惰,愤,懂,败,赦,镰,隧,鳖"
3,SPHG,1944,3,"奶,好,妖,姐,婿,嫂"
3,SPHZ,1941,3,"伤,她,妇,妈,媚,季,怒"
3,SZPZ,1954,3,"囱,图,宽,搁,窗,见"
3,SZSG,1955,3,"他,峻,猛,衡,询"
3,ZHPZ,1933,3,"兄,兑,兜,况,吸,宏,悦,税,纸,终,缘,脱,蜕,说,锐,阅"
3,ZSHH,1934,3,"丑,羞,让,钮"
3,ZSHZ,1942,3,"巴,疤,笆,耙"
3,ZZHH,1938,3,"争,净,挣,狰,皱,睁,筝,纯,练,缓,趋"
4,GHZPN,1586,3,"乐,俄,杂,碱"
4,GNSZH,1582,3,"俗,勇,始,桶,治,浴,澈,蛹,蝎,蠢,袖,裸,褐,踏,通"
4,GNTPN,1583,3,"函,剥,暴,求,涵,碌,糠,绿,膝,逮"
4,GSNPH,1581,3,"凿,恶,憎,碰,虚"
4,GSSZN,1577,3,"坡,彼,披,玻,皮,跛"
4,GSZNN,1579,3,"忌,瓜,瓤,返"
4,GSZPN,1580,3,"傻,攒,货,贪"
4,HGTHZ,1544,3,"打,批,找,拒,拣,挠,揩"
4,HGTSN,1594,3,"扑,扒,扮,挑"
4,HHSGS,1570,3,"哪,娜,帚,帮,挪,淘,那"
4,HPNHH,1556,3,"举,叁,夸,奉,奏,秦,胯"
4,HSHHH,1569,3,"匪,啡,坛,套,悲,慧,拜,款,湃,玩,琴,瑟,肆,非,韭,鬓"
4,HSHSH,1528,3,"压,宾,岳,庄,徒,攻,牧,玫,致,赃,走,赴,赵,赶,起,趁,超,越,趋,趟,陡,霍,霎,鬓"
4,HSHSZ,1560,3,"圾,坝,赤,坞,志,思,恐,漏,玖,现,瑞,略,赫,路,遗,靠"
4,HSPNG,1565,3,"攀,李,板,析,枷,槐,租,籽"
4,HSPNP,1572,3,"杉,松,柳,栓,桅,榴,樊,橡,秃,移,稀,褒,鳞"
4,HSPNS,1564,3,"俐,利,厢,和,喳,嗽,想,朴,机,杏,杰,极,构,枕,枪,枫,柏,查,栅,桃,梨,棉,棍,棵,渣,湘,犁,痢,相,碴,种,秒,秘,积,称,秽,程,稠,穆,箱,粗,翻,赖,霜,颓,香,黎"
4,HSSGH,1558,3,"厚,啥,姑,宿,椭,百,矾,砚,随"
4,HSSHS,1588,3,"借,出,惜,撒,散,昔,曹,槽,磺,糟,腊,茁,茸,蕾"
4,HSSNH,1561,3,"循,慌,犀,芒,蓄"
4,HZSHZ,1552,3,"虏,虐,轧,轻,载"
4,NHNZH,1548,3,"享,凳,墩,廓,烹,贬,遏,郭"
4,NPSGHH,1107,3,"俏,偿,削,哨,嘹,尝,屑,捎,梢,省,硝,稍,阐"
4,NSNHS,1553,3,"坐,座,挫,碎,粹,醉"
4,PGNGH,1573,3,"鸦,鸯,鸳,鸵"
4,PHSZH,1537,3,"吝,如,榕,藏,蠢"
4,SGHZHS,1113,3,"军,挥,荤,辉"
4,SHGHS,1543,3,"徙,政,步,涉,濒,趾,轿,频,鸿,龄"
4,SHHSH,1563,3,"债,凭,凿,卦,性,摆,昨,牲,献,生,罢,辕"
4,SHNPH,1584,3,"威,笙,腰,苹,荚,莱,霎"
4,SHSHP,1546,3,"乒,先,兵,宪,攒,此,洗,赞,选"
4,SHSNN,1567,3,"伏,厌,憔,状,瞧,礁,糕,羔,蘸,袱,震,霜"
4,SPHZN,1562,3,"努,奴,帐,漫"
4,SPSNS,1554,3,"灼,灿,炊,炮,烟,熄,燃,爆"
4,SSSSN,1536,3,"侧,啸,州,测,溅,箫,肃,萧"
4,SSZHS,1566,3,"仲,佃,佩,冲,描,榴,溜,灌,猫,瞄,罐,苗,茧,荣,锚,馏"
4,SSZPN,1575,3,"冰,商,喷,岗,愤,戒,深,诫,质,费,页"
4,SZHGG,1571,3,"吼,呜,鸣,龟"
4,SZHPZ,1559,3,"兄,兑,况,吸,宏,悦,税,脱,说,锐,阅"
4,SZHSN,1650,3,"决,因,处,央,快,恩,筷"
4,SZHSPN,1128,3,"喇,困,垛,嫩,懒,朵,束,漱,癞,跺,辣,速,闲"
4,ZNHSH,1568,3,"侄,倒,到,劲,坚,垫,室,屋,径,怪,氢,经,至"
5,GSHSHP,1142,3,"乒,兵,宪,攒,赞"
5,HGTHZP,1143,3,"批,找,挠,揩"
5,HHHSZS,1140,3,"契,晒,耽,腻,贰,邦"
5,HHSHHH,1127,3,"匪,啡,悲,慧,拜,湃,玩,琴,瑟,韭"
5,HHSHPN,1130,3,"憨,敢,橄,煞,玲,珍,羹"
5,HHSHZN,1129,3,"式,拭,涛,试"
5,HHSNPH,1124,3,"凄,善,墙,妻,晃,膳,金,鉴"
5,HNPHSN,1110,3,"侠,夹,峡,挟,狭,陕"
5,HNZHNSH,714,3,"喜,嘉,豆,豌,蹬,逗,鼓"
5,HPSZSN,1111,3,"倾,须,颗,颜"
5,HSGSPN,1139,3,"协,枣,棘"
5,HSHNZH,1118,3,"延,猿,罩,逛"
5,HSHSGS,1144,3,"壳,壶,珊,赫"
5,HSHSZN,1103,3,"圾,志,思,恐,玖,略,路"
5,HSPNHPN,721,3,"奥,懊,枢,樊,澳,类"
5,HSPNNZH,717,3,"榔,粮,褪,谜,迷"
5,HSPNPZ,1115,3,"柳,桅,橡,秃,移,褒,鳞"
5,HSPNSG,1121,3,"构,枕,栅,梨,痢,种,箱,粗,霜,香,黎"
5,HSPNSN,1122,3,"朴,杰,枪,桃"
5,HSPNSS,1119,3,"俐,利,厢,柏,棉,湘,相,秒,穆"
5,HSZHSH,1075,3,"亩,僵,富,幅,强,惫,播,潘,番,疆,福,细,缰,舅,蝠,辐,鼻"
5,HSZSNH,1104,3,"奕,奠,洒,西,蹲,遵,陋"
5,HSZSSH,1102,3,"孟,牺,膘,配,酗,酝,酵,酸,酿,醇,醉,醋"
5,HZNHSH,1105,3,"侄,倒,到,室,屋,经,至"
5,NHGPSH,1145,3,"施,旋,旗,游,激,簇,缴,邀"
5,NHNSHS,1147,3,"产,倍,剖,培,境,幢,彰,意,撞,暗,樟,焙,瞳,竞,竟,章,童,竭,端,菩,谚,赔,部,陪,障,音,韵,颜,飒"
5,NHNSSGNHGP,95,3,"傍,榜,磅,膀,谤"
5,NHSNHHS,715,3,"病,症,痘,瘩"
5,NHSZHZSN,393,3,"凉,就,影,晾,谅"
5,NPHHSS,1108,3,"判,屏,并,瓶"
5,NSGHHG,1163,3,"宅,宇,熊,筋,踪"
5,PHHHZH,1065,3,"衔,针,钉,钙,钝,钱,钳,铐,铸,链,错"
5,PHZGNHN,710,3,"敏,每,海,霉"
5,PZHSZH,1135,3,"客,落,阁,露,额"
5,PZZHHG,1136,3,"净,挣,皱,睁"
5,SGHHPZ,1114,3,"慧,肠,脆,衰,院"
5,SGHHSG,1116,3,"喻,懈,畅,肿,胆,解,酌"
5,SGSGHH,1117,3,"宜,旭,酬,骨"
5,SGZSSH,1112,3,"恤,盅,血,衅"
5,SHHSHS,1146,3,"债,凭,凿,卦,昨,献,辕"
5,SHSSZH,1141,3,"估,佑,哲,沽,苦"
5,SHSZPN,1078,3,"坎,贡,溃,茂,贞,责,贯,贵,贾,赁"
5,SHZGNHN,712,3,"侮,悔,晦,梅,毒,诲"
5,SPSNSG,1109,3,"灼,炊,烟,爆"
5,SSHHHH,1138,3,"旺,盯,盹,眨,眶,睬,瞬"
5,SSHSZH,1137,3,"勤,嗤,帖,店,悼,惦,掂,措,横,沾,燕,猎,苛,苫,藏,谨,遭,靴,靶,鞋,鞍,鞠,鹊,黄"
5,SSSZHH,1133,3,"伯,募,寞,暮,模,泊,源,溯,漠,膜,草,莫,蟆,馍"
5,SSZSZH,1134,3,"徊,晌,沿,茴,萤,营,鄙"
5,SZHGSS,1123,3,"佛,别,咖,捌,沸,破"
5,SZHHGS,1132,3,"哑,显,围,服,熄"
5,SZHHNPH,722,3,"呼,堰,宴,砰,胖,腾"
5,SZHHSN,1126,3,"傅,博,吓,吠,帽,幌,搏,敷,甫,脯,葡,辅,鞭"
5,SZHHZS,1125,3,"吨,愿,殷,肥"
5,SZHSHHS,730,3,"兽,画,翼,闺,鲤,鳄"
5,SZNHSH,1120,3,"坚,垫,径,怪"
5,SZSNSZSNNPH,50,3,"婴,樱,缨,鹦"
5,ZZHSZH,1131,3,"绅,织,词,饲"
6,GNSZHHS,711,3,"勇,澈,蛹,通"
6,HHSPNZP,718,3,"栽,秀,绣,锈"
6,HSHPSZH,678,3,"厦,埠,堵,奢,岩,煮,猪,署,薯,诸,赌,都"
6,HSHSZHH,674,3,"坤,坦,情,惰,晴,猜,睛,精,请,青,靖"
6,HSHSZSN,749,3,"坝,赤,漏,赫,遗"
6,HSPNHHS,720,3,"杆,枉,械,秆"
6,HSZHHSH,705,3,"便,哩,埋,惠,懂,更,理,醒,重"
6,HSZSSHH,684,3,"膘,配,酗,酝,酵,酿,醇,醉,醋"
6,NHSZHSZSZH,97,3,"搞,稿,蒿,镐"
6,NSGHSHPH,394,3,"定,淀,绽,锭"
6,NSZHSHN,687,3,"搔,烛,蚕,蚤,蛮,蜜,骚"
6,NSZSZHH,716,3,"涧,简,间,闸"
6,NZHSSGHSS,211,3,"偏,编,翩,骗"
6,PHHHZSZ,690,3,"钢,钦,钩,铅,铝,锅,锡,锣"
6,PNHHGPN,708,3,"捺,斜,标,赊"
6,PNHHZPN,709,3,"余,叙,奈,徐,栈,禁,襟"
6,PNHSZHG,707,3,"命,拿,盒,鸽"
6,SGHHSHH,719,3,"厘,猩,硅,腥,董,野,量,髓"
6,SPSNHHHSH,195,3,"催,摧,淮,雇,鹰"
6,SSGHHHP,706,3,"墓,射,慕,摸,摹,谢,躬,躯,躺"
6,SSSHNSZS,391,3,"临,揽,滥,监,篮,蓝"
6,SZHHHPN,723,3,"吴,娱,幕,误"
6,SZHHPGP,688,3,"剔,揭,易,歇,渴,葛,蒙,蔼,谒,赐"
6,SZHHSPN,724,3,"保,呆,堡,架,燥,臊,菌,躁"
6,SZHHSZS,725,3,"幔,慢,温,瘟,盟,绵,蕴,藕,遇,隅"
6,SZHHZPN,673,3,"原,域,崇,很,惑,或,战,棕,限"
6,SZHSHGH,668,3,"啃,跃,跌,践,跷,踊,踏,踩,蹂,蹈,蹦,蹬,躏"
6,SZHSZHH,675,3,"哭,器,噩,嚣,愕,捐,湖,硼,碍,糊,肾,胡,葫,赢"
6,SZHSZNN,727,3,"总,恕,聪,逸"
6,ZHHGNTPN,390,3,"剥,碌,绿,逮"
6,ZHSHSSZH,389,3,"剧,居,据,锯"
6,ZHSSZSN,726,3,"顶,顷,顽,顾,顿,预"
6,ZHSZHSH,728,3,"富,幅,强,惫,福,细,蝠,辐"
7,HSZHHZPN,388,3,"域,惑,或,战"
7,NZHSSZHSS,198,3,"匾,扁,篇,蝙,遍"
7,SZHSHGHH,396,3,"跃,践,跷,踩,蹈,躏"
8,HSSHSZHHS,196,3,"靴,靶,鞋,鞍,鞠"
8,HSSZHSZHH,194,3,"湖,碍,糊,胡,葫"
8,NHSHSPNHSPN,48,3,"摩,磨,魔,麻"
8,NSGHHHSSZH,98,3,"割,害,豁,辖"
8,ZHNHNSHHS,185,3,"僻,劈,壁,璧,薛,譬,辜,辞,辟,辫,避,霹"
9,NHNSHSZHHHS,47,3,"彰,樟,章,障"
9,NHNSHSZHHSHH,23,3,"幢,撞,瞳,童"
11,ZHSSZHNHNSHHS,8,3,"劈,壁,璧,辟,避"
2,GHS,2215,2,"哗,悼,桦,评"
2,GNN,2217,2,"买,卖,图,实,擒,熄,读,赎,馋"
2,HGP,2208,2,"万,傲,放,敷,施,旋,旗,游,激,熬,簇,纫,缴,豺,赘,邀"
2,HGZ,2219,2,"恍,毅,裂,豫"
2,HPG,2205,2,"侥,凳,挠"
2,HZH,2214,2,"婚,昏,疟,蜓"
2,NGG,2223,2,"予,揉,柔,橙,登,瞪,矛,穆,舱,葵,蹬"
2,NGP,2204,2,"炎,粉,贫,贸"
2,NSH,2216,2,"短,粒,铲,锌,镜"
